n,avg_priority_ratio,avg_min_cost_flow_ratio
78,43.0615,53.2163
403,22.8667,30.7885
116,27.6351,37.5544
153,78.1325,88.6634
98,117.246,210.341
378,44.7486,53.108
480,25.6758,49.6922
175,22.7109,28.5416
269,50.9915,93.0247
140,41.5317,56.42
130,35.7699,49.0814
105,56.8587,65.1573
308,28.2493,47.3715
404,276.48,289.424
441,16.1718,25.0835
452,18.7716,32.7472
59,40.31,58.0176
192,70.3501,77.5861
467,20.52,28.1428
417,24.0495,40.2145
422,18.3285,34.7997
102,160.127,168.564
137,82.505,114.687
147,29.218,38.4074
487,28.9804,52.3661
172,29.7197,44.7182
248,27.8577,39.98
154,64.6123,106.219
329,26.8891,44.8222
111,125.068,141.95
419,27.2662,44.7244
12,70.5629,73.0619
27,41.3119,51.68
57,51.2113,91.3485
62,79.2815,134.1
391,22.962,35.5223
382,18.281,31.3423
293,20.6577,29.4982
44,62.7845,73.7394
236,28.2997,39.0708
312,22.3158,36.593
203,24.3774,32.5538
273,23.7668,31.7144
357,43.5388,68.3102
246,62.6986,69.9881
255,35.9133,66.7065
149,40.0369,54.3317
371,28.4474,54.7529
82,36.5319,41.2931
210,42.787,71.695
334,21.0938,34.5812
443,30.9509,49.8012
476,29.6401,47.7192
406,27.1657,64.8042
38,42.4373,52.9595
433,26.0558,42.5047
420,23.0304,37.1707
465,27.4621,57.3971
190,115.511,317.505
170,29.4472,48.844
485,28.4394,42.9203
348,26.038,41.9947
229,28.3858,44.1891
135,38.2161,56.6196
113,44.5487,62.1702
126,74.7756,184.506
8,53.8718,59.9958
156,26.2448,39.3682
163,56.667,75.0258
393,41.1949,85.5609
60,38.1044,49.8243
25,43.9714,64.2096
36,637.28,655.556
46,282.396,541.012
291,23.2541,46.2622
73,198.295,761.035
478,31.0823,57.0362
355,18.1348,22.9878
498,15.4897,21.9869
271,22.6205,42.1156
310,20.6388,26.8822
234,26.9136,36.1056
128,45.4738,101.608
6,154.118,249.393
227,24.8331,35.9893
336,52.3051,71.6843
212,31.7519,37.6167
80,37.5106,44.7445
262,27.4904,42.2598
373,28.5317,41.2326
257,27.0941,59.1037
426,38.3237,51.387
18,160.653,181.839
463,19.0642,29.0326
196,25.8041,39.3975
445,32.949,69.9837
388,18.6259,25.4411
400,20.4973,35.9735
115,143.441,190.081
209,35.4622,52.0568
150,27.3512,35.2375
368,21.4637,35.0514
176,23.9336,32.9913
483,27.1811,37.8216
133,32.0069,100.007
40,75.4765,94.8885
297,44.8133,73.0175
395,16.7567,21.6777
66,45.1116,54.0686
458,25.157,45.1955
23,85.7961,91.3712
330,27.5162,35.9905
108,28.1104,37.0682
214,27.4033,48.2545
86,444.017,475.107
375,35.7977,128.727
251,20.0649,25.834
353,29.0589,42.8689
366,21.8779,38.4778
277,28.8923,42.3788
316,17.3237,21.3298
323,16.8683,24.1561
232,32.9245,50.1544
194,32.5755,71.0668
288,31.4636,52.1253
461,15.5237,23.9032
424,24.3831,36.4049
402,21.3974,38.0482
187,31.0712,42.7511
79,32.7284,43.3286
447,29.3777,49.8889
99,59.4058,82.4586
492,26.9655,55.9677
152,54.7752,63.7473
117,56.4326,85.1496
309,22.9404,34.6616
131,36.9615,60.897
481,67.2786,100.048
174,46.6201,65.2978
268,20.6158,30.8801
189,31.4706,48.7626
295,23.5777,29.9056
42,45.4042,74.5419
439,19.3812,33.2434
21,55.9436,66.7928
64,38.7857,50.6293
286,26.7184,43.0585
397,31.0248,53.6862
253,62.578,99.843
342,21.1353,32.426
377,23.105,33.9717
84,43.1094,64.038
216,27.8021,38.0051
307,33.4392,53.9825
332,24.1408,34.5657
230,26.5518,41.2854
314,48.9902,72.2973
169,35.5001,73.8713
275,18.4201,28.8883
97,48.9215,70.9546
351,26.3209,38.0604
314,48.9902,72.2973
230,26.5518,41.2854
351,26.3209,38.0604
275,18.4201,28.8883
97,48.9215,70.9546
169,35.5001,73.8713
84,43.1094,64.038
377,23.105,33.9717
342,21.1353,32.426
253,62.578,99.843
332,24.1408,34.5657
307,33.4392,53.9825
216,27.8021,38.0051
21,55.9436,66.7928
397,31.0248,53.6862
64,38.7857,50.6293
286,26.7184,43.0585
42,45.4042,74.5419
295,23.5777,29.9056
189,31.4706,48.7626
439,19.3812,33.2434
131,36.9615,60.897
309,22.9404,34.6616
268,20.6158,30.8801
174,46.6201,65.2978
481,67.2786,100.048
152,54.7752,63.7473
492,26.9655,55.9677
99,59.4058,82.4586
117,56.4326,85.1496
402,21.3974,38.0482
447,29.3777,49.8889
79,32.7284,43.3286
187,31.0712,42.7511
461,15.5237,23.9032
288,31.4636,52.1253
194,32.5755,71.0668
424,24.3831,36.4049
277,28.8923,42.3788
366,21.8779,38.4778
353,29.0589,42.8689
232,32.9245,50.1544
323,16.8683,24.1561
316,17.3237,21.3298
214,27.4033,48.2545
108,28.1104,37.0682
330,27.5162,35.9905
251,20.0649,25.834
375,35.7977,128.727
86,444.017,475.107
458,25.157,45.1955
66,45.1116,54.0686
395,16.7567,21.6777
23,85.7961,91.3712
297,44.8133,73.0175
40,75.4765,94.8885
483,27.1811,37.8216
176,23.9336,32.9913
133,32.0069,100.007
209,35.4622,52.0568
115,143.441,190.081
368,21.4637,35.0514
150,27.3512,35.2375
388,18.6259,25.4411
445,32.949,69.9837
400,20.4973,35.9735
18,160.653,181.839
426,38.3237,51.387
196,25.8041,39.3975
463,19.0642,29.0326
212,31.7519,37.6167
336,52.3051,71.6843
227,24.8331,35.9893
257,27.0941,59.1037
373,28.5317,41.2326
80,37.5106,44.7445
262,27.4904,42.2598
271,22.6205,42.1156
498,15.4897,21.9869
355,18.1348,22.9878
128,45.4738,101.608
6,154.118,249.393
234,26.9136,36.1056
310,20.6388,26.8822
36,637.28,655.556
478,31.0823,57.0362
291,23.2541,46.2622
73,198.295,761.035
46,282.396,541.012
60,38.1044,49.8243
393,41.1949,85.5609
25,43.9714,64.2096
126,74.7756,184.506
8,53.8718,59.9958
113,44.5487,62.1702
163,56.667,75.0258
156,26.2448,39.3682
348,26.038,41.9947
485,28.4394,42.9203
170,29.4472,48.844
135,38.2161,56.6196
229,28.3858,44.1891
420,23.0304,37.1707
190,115.511,317.505
465,27.4621,57.3971
476,29.6401,47.7192
443,30.9509,49.8012
433,26.0558,42.5047
38,42.4373,52.9595
406,27.1657,64.8042
82,36.5319,41.2931
371,28.4474,54.7529
149,40.0369,54.3317
255,35.9133,66.7065
334,21.0938,34.5812
210,42.787,71.695
203,24.3774,32.5538
312,22.3158,36.593
236,28.2997,39.0708
246,62.6986,69.9881
357,43.5388,68.3102
273,23.7668,31.7144
44,62.7845,73.7394
293,20.6577,29.4982
382,18.281,31.3423
27,41.3119,51.68
12,70.5629,73.0619
419,27.2662,44.7244
391,22.962,35.5223
62,79.2815,134.1
57,51.2113,91.3485
154,64.6123,106.219
248,27.8577,39.98
111,125.068,141.95
329,26.8891,44.8222
137,82.505,114.687
102,160.127,168.564
172,29.7197,44.7182
487,28.9804,52.3661
147,29.218,38.4074
467,20.52,28.1428
192,70.3501,77.5861
59,40.31,58.0176
452,18.7716,32.7472
422,18.3285,34.7997
417,24.0495,40.2145
404,276.48,289.424
441,16.1718,25.0835
422,18.3285,34.7997
59,40.31,58.0176
192,70.3501,77.5861
467,20.52,28.1428
474,19.437,26.6519
441,16.1718,25.0835
431,23.9119,39.0937
404,276.48,289.424
124,28.6307,34.9933
329,26.8891,44.8222
111,125.068,141.95
161,39.6393,61.1275
359,51.3299,78.4203
154,64.6123,106.219
248,27.8577,39.98
487,28.9804,52.3661
172,29.7197,44.7182
137,82.505,114.687
34,37.1091,51.5622
293,20.6577,29.4982
71,37.1207,49.6968
44,62.7845,73.7394
62,79.2815,134.1
391,22.962,35.5223
419,27.2662,44.7244
27,41.3119,51.68
210,42.787,71.695
334,21.0938,34.5812
225,24.3696,37.3687
149,40.0369,54.3317
255,35.9133,66.7065
489,23.4013,38.4948
371,28.4474,54.7529
82,36.5319,41.2931
260,20.3723,28.8828
273,23.7668,31.7144
357,43.5388,68.3102
236,28.2997,39.0708
4,74.4819,74.4819
312,22.3158,36.593
465,27.4621,57.3971
190,115.511,317.505
450,16.5412,26.1764
420,23.0304,37.1707
415,28.3932,42.9344
406,27.1657,64.8042
38,42.4373,52.9595
443,30.9509,49.8012
156,26.2448,39.3682
113,44.5487,62.1702
8,53.8718,59.9958
135,38.2161,56.6196
229,28.3858,44.1891
338,53.1769,72.4795
100,30.0261,45.7039
170,29.4472,48.844
485,28.4394,42.9203
348,26.038,41.9947
145,29.2924,36.274
46,282.396,541.012
291,23.2541,46.2622
380,18.8922,25.9736
478,31.0823,57.0362
25,43.9714,64.2096
10,150.976,187.383
393,41.1949,85.5609
60,38.1044,49.8243
55,91.4335,336.197
80,37.5106,44.7445
373,28.5317,41.2326
257,27.0941,59.1037
336,52.3051,71.6843
212,31.7519,37.6167
201,80.213,128.862
310,20.6388,26.8822
128,45.4738,101.608
234,26.9136,36.1056
244,35.9225,60.4247
355,18.1348,22.9878
498,15.4897,21.9869
271,22.6205,42.1156
400,20.4973,35.9735
445,32.949,69.9837
185,27.4104,44.1259
388,18.6259,25.4411
463,19.0642,29.0326
196,25.8041,39.3975
68,53.8261,90.5891
426,38.3237,51.387
18,160.653,181.839
133,32.0069,100.007
176,23.9336,32.9913
483,27.1811,37.8216
150,27.3512,35.2375
490,20.5083,28.7295
368,21.4637,35.0514
279,69.1796,99.7993
209,35.4622,52.0568
115,143.441,190.081
428,20.1482,36.4122
23,85.7961,91.3712
395,16.7567,21.6777
66,45.1116,54.0686
284,68.7718,83.2279
458,25.157,45.1955
40,75.4765,94.8885
297,44.8133,73.0175
316,17.3237,21.3298
232,32.9245,50.1544
353,29.0589,42.8689
277,28.8923,42.3788
95,31.1618,52.6683
178,61.8837,76.7183
86,444.017,475.107
375,35.7977,128.727
340,38.5514,58.4451
251,20.0649,25.834
330,27.5162,35.9905
305,25.9878,40.1208
214,27.4033,48.2545
108,28.1104,37.0682
79,32.7284,43.3286
447,29.3777,49.8889
402,21.3974,38.0482
424,24.3831,36.4049
288,31.4636,52.1253
194,32.5755,71.0668
399,22.1393,35.6062
461,15.5237,23.9032
481,67.2786,100.048
268,20.6158,30.8801
174,46.6201,65.2978
218,29.3234,39.9005
309,22.9404,34.6616
131,36.9615,60.897
117,56.4326,85.1496
99,59.4058,82.4586
152,54.7752,63.7473
64,38.7857,50.6293
397,31.0248,53.6862
21,55.9436,66.7928
439,19.3812,33.2434
295,23.5777,29.9056
189,31.4706,48.7626
42,45.4042,74.5419
449,245.11,331.045
275,18.4201,28.8883
169,35.5001,73.8713
364,30.815,47.6636
351,26.3209,38.0604
230,26.5518,41.2854
321,22.7131,33.5532
314,48.9902,72.2973
119,41.5008,86.7032
216,27.8021,38.0051
332,24.1408,34.5657
253,62.578,99.843
377,23.105,33.9717
84,43.1094,64.038
332,24.1408,34.5657
216,27.8021,38.0051
84,43.1094,64.038
377,23.105,33.9717
253,62.578,99.843
351,26.3209,38.0604
364,30.815,47.6636
169,35.5001,73.8713
275,18.4201,28.8883
119,41.5008,86.7032
314,48.9902,72.2973
321,22.7131,33.5532
230,26.5518,41.2854
439,19.3812,33.2434
449,245.11,331.045
42,45.4042,74.5419
189,31.4706,48.7626
295,23.5777,29.9056
397,31.0248,53.6862
64,38.7857,50.6293
21,55.9436,66.7928
117,56.4326,85.1496
152,54.7752,63.7473
99,59.4058,82.4586
174,46.6201,65.2978
268,20.6158,30.8801
481,67.2786,100.048
131,36.9615,60.897
309,22.9404,34.6616
218,29.3234,39.9005
424,24.3831,36.4049
461,15.5237,23.9032
399,22.1393,35.6062
194,32.5755,71.0668
288,31.4636,52.1253
447,29.3777,49.8889
79,32.7284,43.3286
402,21.3974,38.0482
251,20.0649,25.834
340,38.5514,58.4451
375,35.7977,128.727
86,444.017,475.107
178,61.8837,76.7183
108,28.1104,37.0682
214,27.4033,48.2545
305,25.9878,40.1208
330,27.5162,35.9905
232,32.9245,50.1544
316,17.3237,21.3298
277,28.8923,42.3788
95,31.1618,52.6683
353,29.0589,42.8689
297,44.8133,73.0175
40,75.4765,94.8885
23,85.7961,91.3712
428,20.1482,36.4122
458,25.157,45.1955
66,45.1116,54.0686
284,68.7718,83.2279
395,16.7567,21.6777
279,69.1796,99.7993
368,21.4637,35.0514
490,20.5083,28.7295
150,27.3512,35.2375
115,143.441,190.081
209,35.4622,52.0568
133,32.0069,100.007
483,27.1811,37.8216
176,23.9336,32.9913
68,53.8261,90.5891
196,25.8041,39.3975
463,19.0642,29.0326
18,160.653,181.839
426,38.3237,51.387
400,20.4973,35.9735
388,18.6259,25.4411
185,27.4104,44.1259
445,32.949,69.9837
234,26.9136,36.1056
128,45.4738,101.608
310,20.6388,26.8822
201,80.213,128.862
271,22.6205,42.1156
498,15.4897,21.9869
355,18.1348,22.9878
244,35.9225,60.4247
257,27.0941,59.1037
373,28.5317,41.2326
80,37.5106,44.7445
212,31.7519,37.6167
336,52.3051,71.6843
10,150.976,187.383
25,43.9714,64.2096
55,91.4335,336.197
60,38.1044,49.8243
393,41.1949,85.5609
478,31.0823,57.0362
380,18.8922,25.9736
291,23.2541,46.2622
46,282.396,541.012
100,30.0261,45.7039
338,53.1769,72.4795
229,28.3858,44.1891
135,38.2161,56.6196
145,29.2924,36.274
348,26.038,41.9947
485,28.4394,42.9203
170,29.4472,48.844
156,26.2448,39.3682
8,53.8718,59.9958
113,44.5487,62.1702
38,42.4373,52.9595
406,27.1657,64.8042
443,30.9509,49.8012
450,16.5412,26.1764
190,115.511,317.505
465,27.4621,57.3971
415,28.3932,42.9344
420,23.0304,37.1707
357,43.5388,68.3102
273,23.7668,31.7144
312,22.3158,36.593
4,74.4819,74.4819
236,28.2997,39.0708
225,24.3696,37.3687
334,21.0938,34.5812
210,42.787,71.695
82,36.5319,41.2931
260,20.3723,28.8828
371,28.4474,54.7529
489,23.4013,38.4948
255,35.9133,66.7065
149,40.0369,54.3317
391,22.962,35.5223
62,79.2815,134.1
27,41.3119,51.68
419,27.2662,44.7244
34,37.1091,51.5622
44,62.7845,73.7394
293,20.6577,29.4982
71,37.1207,49.6968
172,29.7197,44.7182
487,28.9804,52.3661
137,82.505,114.687
111,125.068,141.95
329,26.8891,44.8222
124,28.6307,34.9933
248,27.8577,39.98
154,64.6123,106.219
359,51.3299,78.4203
161,39.6393,61.1275
441,16.1718,25.0835
474,19.437,26.6519
404,276.48,289.424
431,23.9119,39.0937
422,18.3285,34.7997
467,20.52,28.1428
192,70.3501,77.5861
59,40.31,58.0176
494,17.3521,30.9722
154,64.6123,106.219
248,27.8577,39.98
238,26.8394,50.1512
329,26.8891,44.8222
111,125.068,141.95
137,82.505,114.687
487,28.9804,52.3661
172,29.7197,44.7182
59,40.31,58.0176
192,70.3501,77.5861
467,20.52,28.1428
29,126.044,203.739
422,18.3285,34.7997
404,276.48,289.424
181,40.8493,53.6038
441,16.1718,25.0835
149,40.0369,54.3317
255,35.9133,66.7065
344,23.317,27.0305
371,28.4474,54.7529
82,36.5319,41.2931
210,42.787,71.695
301,27.7566,42.843
334,21.0938,34.5812
139,29.8236,45.4222
236,28.2997,39.0708
312,22.3158,36.593
273,23.7668,31.7144
91,100.797,118.953
357,43.5388,68.3102
293,20.6577,29.4982
44,62.7845,73.7394
419,27.2662,44.7244
27,41.3119,51.68
62,79.2815,134.1
280,23.5752,36.4068
469,18.7144,24.9754
391,22.962,35.5223
113,44.5487,62.1702
8,53.8718,59.9958
156,26.2448,39.3682
170,29.4472,48.844
485,28.4394,42.9203
348,26.038,41.9947
259,26.6567,47.931
135,38.2161,56.6196
229,28.3858,44.1891
420,23.0304,37.1707
465,27.4621,57.3971
190,115.511,317.505
443,30.9509,49.8012
48,1211.48,1653.78
406,27.1657,64.8042
38,42.4373,52.9595
336,52.3051,71.6843
212,31.7519,37.6167
80,37.5106,44.7445
373,28.5317,41.2326
257,27.0941,59.1037
158,30.6379,45.3249
355,18.1348,22.9878
360,18.2404,28.8802
498,15.4897,21.9869
271,22.6205,42.1156
310,20.6388,26.8822
325,88.3028,141.51
128,45.4738,101.608
234,26.9136,36.1056
408,26.4772,47.1979
46,282.396,541.012
291,23.2541,46.2622
478,31.0823,57.0362
393,41.1949,85.5609
60,38.1044,49.8243
25,43.9714,64.2096
176,23.9336,32.9913
88,32.5135,52.9025
483,27.1811,37.8216
133,32.0069,100.007
209,35.4622,52.0568
115,143.441,190.081
318,18.2564,24.3608
120,202.833,233.585
150,27.3512,35.2375
368,21.4637,35.0514
165,24.5332,30.1538
445,32.949,69.9837
299,21.2723,26.5666
470,24.6856,41.9327
388,18.6259,25.4411
400,20.4973,35.9735
435,25.7209,39.9228
426,38.3237,51.387
18,160.653,181.839
463,19.0642,29.0326
196,25.8041,39.3975
353,29.0589,42.8689
277,28.8923,42.3788
316,17.3237,21.3298
232,32.9245,50.1544
221,35.8693,59.2051
330,27.5162,35.9905
214,27.4033,48.2545
108,28.1104,37.0682
86,444.017,475.107
264,43.7616,95.4609
375,35.7977,128.727
251,20.0649,25.834
395,16.7567,21.6777
198,68.7414,96.3292
66,45.1116,54.0686
458,25.157,45.1955
23,85.7961,91.3712
30,64.1538,73.1731
40,75.4765,94.8885
297,44.8133,73.0175
75,46.1239,76.8093
104,39.4622,55.0211
309,22.9404,34.6616
131,36.9615,60.897
141,20.0399,36.6017
379,19.8355,27.3562
481,67.2786,100.048
268,20.6158,30.8801
174,46.6201,65.2978
99,59.4058,82.4586
152,54.7752,63.7473
117,56.4326,85.1496
402,21.3974,38.0482
79,32.7284,43.3286
447,29.3777,49.8889
454,17.647,25.505
288,31.4636,52.1253
194,32.5755,71.0668
461,15.5237,23.9032
411,23.6241,34.2222
424,24.3831,36.4049
230,26.5518,41.2854
314,48.9902,72.2973
205,30.9087,55.9114
275,18.4201,28.8883
169,35.5001,73.8713
351,26.3209,38.0604
240,53.2628,76.3015
253,62.578,99.843
377,23.105,33.9717
84,43.1094,64.038
216,27.8021,38.0051
332,24.1408,34.5657
14,116.195,174.323
21,55.9436,66.7928
51,58.9972,71.4003
64,38.7857,50.6293
397,31.0248,53.6862
384,24.7935,52.3889
295,23.5777,29.9056
189,31.4706,48.7626
42,45.4042,74.5419
439,19.3812,33.2434
42,45.4042,74.5419
189,31.4706,48.7626
295,23.5777,29.9056
384,24.7935,52.3889
439,19.3812,33.2434
21,55.9436,66.7928
14,116.195,174.323
397,31.0248,53.6862
64,38.7857,50.6293
51,58.9972,71.4003
84,43.1094,64.038
377,23.105,33.9717
253,62.578,99.843
332,24.1408,34.5657
216,27.8021,38.0051
205,30.9087,55.9114
314,48.9902,72.2973
230,26.5518,41.2854
240,53.2628,76.3015
351,26.3209,38.0604
169,35.5001,73.8713
275,18.4201,28.8883
461,15.5237,23.9032
194,32.5755,71.0668
288,31.4636,52.1253
454,17.647,25.505
424,24.3831,36.4049
411,23.6241,34.2222
402,21.3974,38.0482
447,29.3777,49.8889
79,32.7284,43.3286
152,54.7752,63.7473
99,59.4058,82.4586
117,56.4326,85.1496
131,36.9615,60.897
309,22.9404,34.6616
104,39.4622,55.0211
174,46.6201,65.2978
268,20.6158,30.8801
481,67.2786,100.048
379,19.8355,27.3562
141,20.0399,36.6017
30,64.1538,73.1731
297,44.8133,73.0175
75,46.1239,76.8093
40,75.4765,94.8885
458,25.157,45.1955
66,45.1116,54.0686
198,68.7414,96.3292
395,16.7567,21.6777
23,85.7961,91.3712
108,28.1104,37.0682
214,27.4033,48.2545
330,27.5162,35.9905
221,35.8693,59.2051
251,20.0649,25.834
375,35.7977,128.727
86,444.017,475.107
264,43.7616,95.4609
277,28.8923,42.3788
353,29.0589,42.8689
232,32.9245,50.1544
316,17.3237,21.3298
18,160.653,181.839
426,38.3237,51.387
196,25.8041,39.3975
463,19.0642,29.0326
388,18.6259,25.4411
470,24.6856,41.9327
299,21.2723,26.5666
445,32.949,69.9837
435,25.7209,39.9228
400,20.4973,35.9735
120,202.833,233.585
318,18.2564,24.3608
115,143.441,190.081
209,35.4622,52.0568
165,24.5332,30.1538
368,21.4637,35.0514
150,27.3512,35.2375
483,27.1811,37.8216
88,32.5135,52.9025
176,23.9336,32.9913
133,32.0069,100.007
60,38.1044,49.8243
393,41.1949,85.5609
25,43.9714,64.2096
408,26.4772,47.1979
478,31.0823,57.0362
291,23.2541,46.2622
46,282.396,541.012
271,22.6205,42.1156
498,15.4897,21.9869
360,18.2404,28.8802
355,18.1348,22.9878
158,30.6379,45.3249
234,26.9136,36.1056
128,45.4738,101.608
325,88.3028,141.51
310,20.6388,26.8822
212,31.7519,37.6167
336,52.3051,71.6843
257,27.0941,59.1037
373,28.5317,41.2326
80,37.5106,44.7445
48,1211.48,1653.78
443,30.9509,49.8012
38,42.4373,52.9595
406,27.1657,64.8042
420,23.0304,37.1707
190,115.511,317.505
465,27.4621,57.3971
259,26.6567,47.931
348,26.038,41.9947
485,28.4394,42.9203
170,29.4472,48.844
229,28.3858,44.1891
135,38.2161,56.6196
8,53.8718,59.9958
113,44.5487,62.1702
156,26.2448,39.3682
27,41.3119,51.68
419,27.2662,44.7244
391,22.962,35.5223
469,18.7144,24.9754
62,79.2815,134.1
280,23.5752,36.4068
44,62.7845,73.7394
293,20.6577,29.4982
312,22.3158,36.593
236,28.2997,39.0708
357,43.5388,68.3102
273,23.7668,31.7144
91,100.797,118.953
82,36.5319,41.2931
371,28.4474,54.7529
344,23.317,27.0305
255,35.9133,66.7065
149,40.0369,54.3317
139,29.8236,45.4222
334,21.0938,34.5812
301,27.7566,42.843
210,42.787,71.695
404,276.48,289.424
441,16.1718,25.0835
181,40.8493,53.6038
467,20.52,28.1428
192,70.3501,77.5861
59,40.31,58.0176
422,18.3285,34.7997
29,126.044,203.739
137,82.505,114.687
172,29.7197,44.7182
487,28.9804,52.3661
248,27.8577,39.98
154,64.6123,106.219
494,17.3521,30.9722
111,125.068,141.95
329,26.8891,44.8222
238,26.8394,50.1512
487,28.9804,52.3661
172,29.7197,44.7182
137,82.505,114.687
329,26.8891,44.8222
111,125.068,141.95
248,27.8577,39.98
154,64.6123,106.219
441,16.1718,25.0835
404,276.48,289.424
422,18.3285,34.7997
59,40.31,58.0176
192,70.3501,77.5861
467,20.52,28.1428
273,23.7668,31.7144
362,40.4131,60.3862
357,43.5388,68.3102
236,28.2997,39.0708
327,31.6981,49.3373
312,22.3158,36.593
210,42.787,71.695
334,21.0938,34.5812
255,35.9133,66.7065
149,40.0369,54.3317
371,28.4474,54.7529
82,36.5319,41.2931
62,79.2815,134.1
391,22.962,35.5223
419,27.2662,44.7244
27,41.3119,51.68
293,20.6577,29.4982
44,62.7845,73.7394
229,28.3858,44.1891
135,38.2161,56.6196
170,29.4472,48.844
485,28.4394,42.9203
348,26.038,41.9947
156,26.2448,39.3682
496,17.5142,27.4619
113,44.5487,62.1702
8,53.8718,59.9958
406,27.1657,64.8042
38,42.4373,52.9595
443,30.9509,49.8012
183,24.1088,32.9989
465,27.4621,57.3971
190,115.511,317.505
420,23.0304,37.1707
310,20.6388,26.8822
234,26.9136,36.1056
128,45.4738,101.608
355,18.1348,22.9878
498,15.4897,21.9869
271,22.6205,42.1156
93,61.0563,72.9214
80,37.5106,44.7445
373,28.5317,41.2326
346,29.7226,51.4144
257,27.0941,59.1037
336,52.3051,71.6843
303,23.2954,31.4379
212,31.7519,37.6167
25,43.9714,64.2096
393,41.1949,85.5609
60,38.1044,49.8243
282,26.3253,37.0592
46,282.396,541.012
291,23.2541,46.2622
478,31.0823,57.0362
150,27.3512,35.2375
368,21.4637,35.0514
115,143.441,190.081
209,35.4622,52.0568
133,32.0069,100.007
106,27.366,35.3119
176,23.9336,32.9913
483,27.1811,37.8216
143,40.4698,63.2052
463,19.0642,29.0326
196,25.8041,39.3975
456,24.3234,46.3649
426,38.3237,51.387
18,160.653,181.839
413,29.24,64.2287
400,20.4973,35.9735
445,32.949,69.9837
388,18.6259,25.4411
86,444.017,475.107
375,35.7977,128.727
251,20.0649,25.834
330,27.5162,35.9905
108,28.1104,37.0682
214,27.4033,48.2545
207,31.6331,72.1067
316,17.3237,21.3298
232,32.9245,50.1544
242,30.1223,37.4334
353,29.0589,42.8689
277,28.8923,42.3788
40,75.4765,94.8885
297,44.8133,73.0175
386,32.2074,61.4859
23,85.7961,91.3712
16,66.3977,91.8924
395,16.7567,21.6777
66,45.1116,54.0686
53,34.0105,44.3522
458,25.157,45.1955
122,86.0245,93.498
117,56.4326,85.1496
167,33.6386,52.4379
99,59.4058,82.4586
152,54.7752,63.7473
481,67.2786,100.048
174,46.6201,65.2978
268,20.6158,30.8801
309,22.9404,34.6616
131,36.9615,60.897
424,24.3831,36.4049
194,32.5755,71.0668
288,31.4636,52.1253
461,15.5237,23.9032
472,21.6895,27.868
79,32.7284,43.3286
447,29.3777,49.8889
437,22.7333,30.0768
402,21.3974,38.0482
216,27.8021,38.0051
332,24.1408,34.5657
223,88.4817,135.618
253,62.578,99.843
377,23.105,33.9717
84,43.1094,64.038
266,96.9733,121.824
169,35.5001,73.8713
275,18.4201,28.8883
351,26.3209,38.0604
230,26.5518,41.2854
314,48.9902,72.2973
439,19.3812,33.2434
32,53.0859,68.104
189,31.4706,48.7626
295,23.5777,29.9056
77,97.9507,150.65
42,45.4042,74.5419
64,38.7857,50.6293
397,31.0248,53.6862
21,55.9436,66.7928
397,31.0248,53.6862
64,38.7857,50.6293
21,55.9436,66.7928
32,53.0859,68.104
439,19.3812,33.2434
42,45.4042,74.5419
295,23.5777,29.9056
77,97.9507,150.65
189,31.4706,48.7626
351,26.3209,38.0604
275,18.4201,28.8883
169,35.5001,73.8713
314,48.9902,72.2973
230,26.5518,41.2854
223,88.4817,135.618
332,24.1408,34.5657
216,27.8021,38.0051
84,43.1094,64.038
266,96.9733,121.824
377,23.105,33.9717
253,62.578,99.843
447,29.3777,49.8889
79,32.7284,43.3286
472,21.6895,27.868
402,21.3974,38.0482
437,22.7333,30.0768
424,24.3831,36.4049
461,15.5237,23.9032
288,31.4636,52.1253
194,32.5755,71.0668
268,20.6158,30.8801
174,46.6201,65.2978
481,67.2786,100.048
131,36.9615,60.897
309,22.9404,34.6616
117,56.4326,85.1496
122,86.0245,93.498
152,54.7752,63.7473
99,59.4058,82.4586
167,33.6386,52.4379
16,66.3977,91.8924
23,85.7961,91.3712
458,25.157,45.1955
53,34.0105,44.3522
66,45.1116,54.0686
395,16.7567,21.6777
386,32.2074,61.4859
297,44.8133,73.0175
40,75.4765,94.8885
232,32.9245,50.1544
316,17.3237,21.3298
207,31.6331,72.1067
277,28.8923,42.3788
353,29.0589,42.8689
242,30.1223,37.4334
251,20.0649,25.834
375,35.7977,128.727
86,444.017,475.107
214,27.4033,48.2545
108,28.1104,37.0682
330,27.5162,35.9905
400,20.4973,35.9735
388,18.6259,25.4411
445,32.949,69.9837
456,24.3234,46.3649
196,25.8041,39.3975
463,19.0642,29.0326
413,29.24,64.2287
18,160.653,181.839
426,38.3237,51.387
106,27.366,35.3119
133,32.0069,100.007
143,40.4698,63.2052
483,27.1811,37.8216
176,23.9336,32.9913
368,21.4637,35.0514
150,27.3512,35.2375
209,35.4622,52.0568
115,143.441,190.081
478,31.0823,57.0362
291,23.2541,46.2622
46,282.396,541.012
25,43.9714,64.2096
60,38.1044,49.8243
282,26.3253,37.0592
393,41.1949,85.5609
257,27.0941,59.1037
346,29.7226,51.4144
373,28.5317,41.2326
80,37.5106,44.7445
212,31.7519,37.6167
303,23.2954,31.4379
336,52.3051,71.6843
128,45.4738,101.608
234,26.9136,36.1056
310,20.6388,26.8822
271,22.6205,42.1156
93,61.0563,72.9214
498,15.4897,21.9869
355,18.1348,22.9878
190,115.511,317.505
465,27.4621,57.3971
420,23.0304,37.1707
38,42.4373,52.9595
