filename,n,greedy_cost,min_cost_flow_cost,greedy_time,min_cost_flow_time,priority_cost,priority_time
input/fake_instances/fake_155_7.csv,155,1524.03,1092.91,0.116,5.02204,1164,6.86979
input/fake_instances/fake_328_6.csv,328,2309.16,1693.93,0.442209,24.1045,1818.95,23.8445
input/fake_instances/fake_110_7.csv,110,1279.97,1008.06,0.067625,2.71546,1076.66,3.05563
input/fake_instances/fake_405_6.csv,405,3478.16,2288.55,0.703667,49.8459,2499.54,39.7335
input/fake_instances/fake_440_6.csv,440,4175.87,2948.45,0.839,53.3111,3236.4,47.3808
input/fake_instances/fake_58_2.csv,58,753.517,592.722,0.020875,0.752834,635.64,0.978042
input/fake_instances/fake_466_5.csv,466,4364.84,2888.07,0.87975,50.7527,3185.77,52.068
input/fake_instances/fake_193_1.csv,193,1904.5,1284.24,0.168625,6.70992,1413.14,8.53813
input/fake_instances/fake_423_5.csv,423,3235.12,2240.04,0.705917,43.1194,2415.12,41.4433
input/fake_instances/fake_326_9.csv,326,2914.11,2099.55,0.465541,25.6438,2280.2,28.0454
input/fake_instances/fake_237_4.csv,237,2097.81,1480.61,0.251292,11.5227,1599.54,12.3283
input/fake_instances/fake_313_0.csv,313,2617.11,1862.28,0.42025,19.7601,2056.83,25.6324
input/fake_instances/fake_363_9.csv,363,2625.09,1850.7,0.541458,30.1133,1974.29,32.0446
input/fake_instances/fake_272_4.csv,272,2763.53,1729.09,0.328208,16.9132,1837.16,17.526
input/fake_instances/fake_356_0.csv,356,2360.02,1697.71,0.500167,25.9336,1840.33,29.5027
input/fake_instances/fake_254_7.csv,254,2245.58,1594.9,0.278958,12.7377,1775.67,18.1773
input/fake_instances/fake_148_2.csv,148,1600.47,1077.94,0.110125,4.83246,1161.09,5.02021
input/fake_instances/fake_83_1.csv,83,1014.36,781.776,0.0415,1.35929,850.338,1.347
input/fake_instances/fake_370_3.csv,370,2750.37,1941.08,0.537125,29.4301,2095.57,28.6366
input/fake_instances/fake_211_7.csv,211,1940.64,1374.74,0.203375,9.18075,1501.86,10.236
input/fake_instances/fake_335_3.csv,335,2936.06,2000.96,0.478208,25.51,2185.44,24.9466
input/fake_instances/fake_418_3.csv,418,3788.05,2568.24,0.770916,47.8041,2827.98,44.4895
input/fake_instances/fake_26_4.csv,26,518.888,385.412,0.006125,0.175292,409.453,0.163083
input/fake_instances/fake_390_6.csv,390,2808.23,1940.57,0.648959,66.3227,2124.83,67.3836
input/fake_instances/fake_63_4.csv,63,1110.8,840.47,0.060334,2.49363,910.959,1.76942
input/fake_instances/fake_292_1.csv,292,2937.94,1888.69,0.476916,20.9821,2057.87,20.8899
input/fake_instances/fake_45_7.csv,45,802.076,608.692,0.01625,0.830334,645.282,0.497667
input/fake_instances/fake_45_6.csv,45,802.076,608.692,0.017,0.794875,645.282,0.917042
input/fake_instances/fake_292_0.csv,292,2937.94,1888.69,0.425042,21.8265,2057.87,22.4782
input/fake_instances/fake_26_5.csv,26,518.888,385.412,0.006833,0.185416,409.453,0.166917
input/fake_instances/fake_418_2.csv,418,3788.05,2568.24,0.748125,48.8453,2827.98,45.0107
input/fake_instances/fake_63_5.csv,63,1110.8,840.47,0.025708,1.15138,910.959,1.05492
input/fake_instances/fake_390_7.csv,390,2808.23,1940.57,0.616041,36.6195,2124.83,41.3638
input/fake_instances/fake_370_2.csv,370,2750.37,1941.08,0.537167,46.9048,2095.57,29.6593
input/fake_instances/fake_83_0.csv,83,1014.36,781.776,0.041667,1.41942,850.338,1.41063
input/fake_instances/fake_148_3.csv,148,1600.47,1077.94,0.110625,4.82983,1161.09,5.46354
input/fake_instances/fake_254_6.csv,254,2245.58,1594.9,0.291916,12.7709,1775.67,17.4872
input/fake_instances/fake_335_2.csv,335,2936.06,2000.96,0.482209,26.3258,2185.44,25.1403
input/fake_instances/fake_211_6.csv,211,1940.64,1374.74,0.206292,9.20438,1501.86,9.84942
input/fake_instances/fake_313_1.csv,313,2617.11,1862.28,0.418042,19.8091,2056.83,25.5962
input/fake_instances/fake_237_5.csv,237,2097.81,1480.61,0.2635,11.6211,1599.54,12.4135
input/fake_instances/fake_326_8.csv,326,2914.11,2099.55,0.492375,26.4526,2280.2,29.0064
input/fake_instances/fake_356_1.csv,356,2360.02,1697.71,0.497166,26.0285,1840.33,30.0281
input/fake_instances/fake_272_5.csv,272,2763.53,1729.09,0.329083,16.7045,1837.16,17.0044
input/fake_instances/fake_363_8.csv,363,2625.09,1850.7,0.533959,30.024,1974.29,31.6825
input/fake_instances/fake_193_0.csv,193,1904.5,1284.24,0.165875,6.819,1413.14,8.0255
input/fake_instances/fake_466_4.csv,466,4364.84,2888.07,0.886208,51.1771,3185.77,51.3106
input/fake_instances/fake_58_3.csv,58,753.517,592.722,0.021084,1.02379,635.64,0.989333
input/fake_instances/fake_423_4.csv,423,3235.12,2240.04,0.721375,44.0615,2415.12,42.1639
input/fake_instances/fake_405_7.csv,405,3478.16,2288.55,0.701875,49.1739,2499.54,39.1689
input/fake_instances/fake_440_7.csv,440,4175.87,2948.45,0.833625,53.8188,3236.4,47.8628
input/fake_instances/fake_155_6.csv,155,1524.03,1092.91,0.112542,4.86388,1164,7.19992
input/fake_instances/fake_249_3.csv,249,1954.57,1401.91,0.267958,11.6481,1531.51,15.2363
input/fake_instances/fake_110_6.csv,110,1279.97,1008.06,0.067292,2.76483,1076.66,3.09208
input/fake_instances/fake_328_7.csv,328,2309.16,1693.93,0.438459,24.4546,1818.95,23.4929
input/fake_instances/fake_136_5.csv,136,1334.2,1028.55,0.091417,4.35779,1106.44,4.09408
input/fake_instances/fake_486_1.csv,486,3657.05,2477.23,0.892,59.4645,2728.19,50.8315
input/fake_instances/fake_173_5.csv,173,1909.98,1356.65,0.139625,6.633,1425.64,6.14046
input/fake_instances/fake_290_2.csv,290,2422.46,1593.73,0.373834,19.238,1735.45,20.69
input/fake_instances/fake_479_3.csv,479,3806.38,2640.19,0.870625,53.3755,2898.14,53.5678
input/fake_instances/fake_47_4.csv,47,842.202,565.845,0.01625,0.586875,575.353,0.671375
input/fake_instances/fake_392_5.csv,392,3245.29,2309.72,0.667416,43.0281,2479.63,43.475
input/fake_instances/fake_61_7.csv,61,885.754,677.914,0.023625,0.860792,714.911,1.37517
input/fake_instances/fake_283_8.csv,283,2690.93,1776.29,0.359542,16.6737,1938.54,22.4065
input/fake_instances/fake_24_7.csv,24,505.088,423.537,0.006708,0.134542,475.268,0.13275
input/fake_instances/fake_302_9.csv,302,2990.64,2229.31,0.428125,21.5725,2378.01,19.7874
input/fake_instances/fake_213_4.csv,213,2087.27,1507.88,0.213333,9.65283,1634.79,11.7845
input/fake_instances/fake_337_0.csv,337,2753.11,1891.82,0.486417,24.1741,2093.53,24.9479
input/fake_instances/fake_347_9.csv,347,3258.25,2221.24,0.5385,29.8279,2415.64,27.7918
input/fake_instances/fake_256_4.csv,256,2505.77,1704.87,0.326458,15.1502,1854.66,16.0476
input/fake_instances/fake_81_2.csv,81,1369.55,903.103,0.037166,1.61983,965.925,1.51808
input/fake_instances/fake_372_0.csv,372,3616.59,2703.69,0.637958,34.3308,2952.36,32.5936
input/fake_instances/fake_270_7.csv,270,2260.97,1729.01,0.318292,17.6061,1887.54,17.0027
input/fake_instances/fake_92_8.csv,92,1314.67,982.863,0.05,1.62112,1116.77,2.25371
input/fake_instances/fake_354_3.csv,354,2608.75,1790.51,0.524083,30.7705,1970.67,28.1568
input/fake_instances/fake_129_2.csv,129,1430.49,1079.02,0.084083,4.42675,1129.81,4.14508
input/fake_instances/fake_235_7.csv,235,2627.22,1771.01,0.277625,11.352,1894,14.5394
input/fake_instances/fake_311_3.csv,311,2775.77,1893.06,0.424417,22.5175,2073.01,23.084
input/fake_instances/fake_421_6.csv,421,2606.34,1820.93,0.685833,48.9637,1968.47,43.8792
input/fake_instances/fake_464_6.csv,464,3303.34,2152.09,0.801458,49.4073,2306.35,55.6107
input/fake_instances/fake_191_2.csv,191,2439.56,1606.12,0.189458,8.11838,1748.01,7.58496
input/fake_instances/fake_182_8.csv,182,2347.84,1746.49,0.159083,9.56879,1891.41,7.133
input/fake_instances/fake_442_5.csv,442,3861.82,2551.59,0.904583,62.7798,2792.29,58.0857
input/fake_instances/fake_39_2.csv,39,727.328,565.799,0.01275,0.330708,608.479,0.43
input/fake_instances/fake_407_5.csv,407,3245.39,2256.76,0.718458,67.1276,2443.16,41.9255
input/fake_instances/fake_9_2.csv,9,370.132,298.805,0.002208,0.042834,339.491,0.039292
input/fake_instances/fake_112_4.csv,112,1157.68,906.188,0.06575,2.24246,966.055,3.53717
input/fake_instances/fake_497_9.csv,497,3540.7,2300.69,0.916042,67.1614,2521.45,60.0157
input/fake_instances/fake_157_4.csv,157,1820.98,1352.73,0.123083,5.93821,1483.86,5.25429
input/fake_instances/fake_349_6.csv,349,2891.45,1896.31,0.547625,26.1597,2089.38,30.7455
input/fake_instances/fake_171_7.csv,171,1627.4,1059.33,0.141875,6.27738,1137.51,5.95371
input/fake_instances/fake_484_3.csv,484,3443.23,2267.17,0.877667,52.7368,2439.49,58.7644
input/fake_instances/fake_134_7.csv,134,1458.21,1083.01,0.091666,4.07763,1160.85,3.39596
input/fake_instances/fake_228_2.csv,228,2048.53,1344.41,0.24425,10.7477,1416.33,11.9235
input/fake_instances/fake_52_8.csv,52,987.006,700.11,0.019416,0.981666,767.071,0.635333
input/fake_instances/fake_459_6.csv,459,3194.84,2011.71,0.798709,44.6134,2224.1,49.5167
input/fake_instances/fake_394_3.csv,394,3095.32,2064.24,0.681792,40.583,2286.09,39.9509
input/fake_instances/fake_67_1.csv,67,1262.43,909.668,0.030208,1.02887,939.663,0.987125
input/fake_instances/fake_17_8.csv,17,376.366,307.948,0.004042,0.085833,309.769,0.072375
input/fake_instances/fake_22_1.csv,22,436.177,363.315,0.005125,0.121042,389.238,0.125
input/fake_instances/fake_296_4.csv,296,2647.48,1782.77,0.385709,21.2104,2004.61,22.086
input/fake_instances/fake_387_9.csv,387,4641.82,3339.37,0.703084,36.8173,3592.75,37.4358
input/fake_instances/fake_41_2.csv,41,983.214,767.076,0.014208,0.370416,799.283,0.456375
input/fake_instances/fake_276_1.csv,276,2897.28,1950.06,0.367209,18.6741,2126.33,19.5439
input/fake_instances/fake_243_8.csv,243,2051.41,1510.3,0.325917,13.2969,1606.91,13.2962
input/fake_instances/fake_352_5.csv,352,3223.21,2070.71,0.56975,35.3138,2255.45,31.259
input/fake_instances/fake_233_1.csv,233,2067.77,1485.26,0.500834,19.9313,1625.12,21.0435
input/fake_instances/fake_206_8.csv,206,2458.07,1680.21,0.235833,11.7513,1783.64,12.4231
input/fake_instances/fake_317_5.csv,317,2581.24,1768.6,0.462458,22.1478,1938.96,24.0809
input/fake_instances/fake_215_2.csv,215,2043.72,1534.15,0.224041,11.0857,1672.33,9.574
input/fake_instances/fake_109_7.csv,109,1533.18,1119.75,0.06675,2.52162,1205.5,2.72725
input/fake_instances/fake_331_6.csv,331,3070.81,2047.41,0.45225,25.6867,2237.8,24.3135
input/fake_instances/fake_250_2.csv,250,2149.76,1455.27,0.279083,14.1739,1611.44,14.2026
input/fake_instances/fake_87_4.csv,87,1399.72,1095.16,0.045375,1.87796,1183.58,2.13421
input/fake_instances/fake_374_6.csv,374,2854.37,1930.47,0.583834,34.2148,2103.74,36.3265
input/fake_instances/fake_389_6.csv,389,3250.88,2271.26,0.618417,36.9512,2462.95,34.12
input/fake_instances/fake_444_3.csv,444,2834.98,1971.83,0.775208,43.6276,2176.96,41.5947
input/fake_instances/fake_401_3.csv,401,3255.69,2104.8,0.684875,43.205,2300.93,43.4014
input/fake_instances/fake_19_7.csv,19,514.944,406.901,0.005042,0.109417,439.204,0.118542
input/fake_instances/fake_412_9.csv,412,3206.4,2044.59,0.718167,45.2897,2195.61,43.5107
input/fake_instances/fake_427_0.csv,427,3071.75,2044.79,0.718167,46.0408,2242.36,48.8753
input/fake_instances/fake_457_9.csv,457,4280.34,2848.56,0.819,52.4122,3101.72,51.3189
input/fake_instances/fake_462_0.csv,462,3568.54,2387.05,0.829083,46.718,2609.85,56.3231
input/fake_instances/fake_197_4.csv,197,2151.77,1521.3,0.192709,8.86637,1640.38,9.21775
input/fake_instances/fake_142_8.csv,142,2003.57,1516.64,0.109875,4.1395,1632.98,4.65929
input/fake_instances/fake_177_1.csv,177,1854.19,1359,0.156584,6.68367,1471.4,8.16404
input/fake_instances/fake_482_5.csv,482,4206.97,2984.91,0.913666,63.0925,3225.12,72.4702
input/fake_instances/fake_107_8.csv,107,1172.15,821.005,0.064125,2.33812,886.267,2.76796
input/fake_instances/fake_132_1.csv,132,1697.8,1220,0.090125,3.2735,1298.4,3.40867
input/fake_instances/fake_208_7.csv,208,2494.34,1664.32,0.216125,8.82179,1819.94,9.70637
input/fake_instances/fake_114_2.csv,114,1135.23,887.088,0.065375,2.45583,990.56,3.03458
input/fake_instances/fake_369_3.csv,369,3494.89,2371.19,0.621334,34.1211,2594.63,35.7562
input/fake_instances/fake_151_2.csv,151,1807.49,1335.21,0.118042,5.22992,1454.17,5.84929
input/fake_instances/fake_20_3.csv,20,298.788,258.225,0.004708,0.105125,264.101,0.106958
input/fake_instances/fake_65_3.csv,65,989.666,787.586,0.027792,1.48863,828.272,0.911708
input/fake_instances/fake_396_1.csv,396,3093.67,2027.73,0.618,32.228,2239.74,35.792
input/fake_instances/fake_43_0.csv,43,833.151,642.1,0.015333,0.507416,682.804,0.423167
input/fake_instances/fake_294_6.csv,294,3908.59,2585.88,0.445625,24.067,2893.58,19.264
input/fake_instances/fake_76_9.csv,76,1138.22,688.95,0.034667,1.45971,727.614,1.22404
input/fake_instances/fake_188_3.csv,188,1697.56,1241,0.160083,7.42946,1360.15,9.34271
input/fake_instances/fake_438_7.csv,438,3414.93,2114.42,0.800875,43.1291,2293.97,47.1223
input/fake_instances/fake_33_9.csv,33,342.222,315.555,0.00825,0.235292,323.193,0.24475
input/fake_instances/fake_315_7.csv,315,2877.85,2018.02,0.454416,23.8288,2214.19,27.5238
input/fake_instances/fake_231_3.csv,231,2143.87,1495.07,0.249458,10.7219,1645.3,14.6905
input/fake_instances/fake_3_9.csv,3,134.724,100.884,0.000917,0.0175,134.724,0.010291
input/fake_instances/fake_350_7.csv,350,2903.29,1934.99,0.52375,26.2773,2092.73,31.6781
input/fake_instances/fake_274_3.csv,274,2613.26,1867.89,0.359,17.1875,2118.66,19.4626
input/fake_instances/fake_168_6.csv,168,2689.99,1882.81,0.146916,7.335,2051.32,7.51167
input/fake_instances/fake_376_4.csv,376,3494.79,2271.04,0.60725,32.8273,2506.87,31.2521
input/fake_instances/fake_85_6.csv,85,1208.56,844.258,0.042667,1.74279,901.808,1.62654
input/fake_instances/fake_267_9.csv,267,2940.45,1964.56,0.332542,15.7498,2177.37,15.9081
input/fake_instances/fake_252_0.csv,252,2111.68,1454.66,0.3065,14.6813,1569.03,16.3941
input/fake_instances/fake_333_4.csv,333,3957.68,2919.85,0.530459,25.7803,3170.93,26.532
input/fake_instances/fake_222_9.csv,222,2612.76,1892.54,0.243041,11.1397,2066.68,11.3289
input/fake_instances/fake_217_0.csv,217,2126.11,1404.14,0.225792,14.0045,1504.44,11.1401
input/fake_instances/fake_403_1.csv,403,2587.86,1922.11,0.635208,37.4885,2054.34,50.1386
input/fake_instances/fake_436_8.csv,436,4375.34,3050.86,0.871292,47.1544,3373.62,51.718
input/fake_instances/fake_446_1.csv,446,3304.8,2196.17,0.7985,51.2009,2390.2,44.8985
input/fake_instances/fake_473_8.csv,473,3439.63,2346.98,0.87625,68.8118,2534.38,56.9269
input/fake_instances/fake_78_6.csv,78,1265.03,943.192,0.035708,1.39433,994.488,1.50537
input/fake_instances/fake_289_3.csv,289,2149.61,1589.43,0.373791,19.0641,1710.7,22.025
input/fake_instances/fake_195_6.csv,195,1797.37,1267.49,0.177333,7.85729,1401.67,8.34538
input/fake_instances/fake_460_2.csv,460,3487.1,2259.2,0.785292,47.7223,2518.44,52.0594
input/fake_instances/fake_425_2.csv,425,3098.55,2045.43,0.7155,48.4841,2234.5,46.8797
input/fake_instances/fake_130_3.csv,130,1789.42,1297.08,0.092083,3.55208,1421.56,4.00392
input/fake_instances/fake_308_2.csv,308,2768.05,1898.21,0.421083,24.2187,2067.25,21.0063
input/fake_instances/fake_480_7.csv,480,3785.88,2638.68,0.912041,55.5609,2902.17,58.0706
input/fake_instances/fake_269_6.csv,269,2340.81,1665.12,0.3425,16.6655,1794.87,16.7511
input/fake_instances/fake_175_3.csv,175,1634.79,1174.48,0.139291,8.20246,1276.14,6.60363
input/fake_instances/fake_153_0.csv,153,1801.93,1258.86,0.118458,5.10825,1409.76,5.65983
input/fake_instances/fake_98_3.csv,98,1358.35,922.225,0.052333,1.83238,1005.43,2.36354
input/fake_instances/fake_166_9.csv,166,1564.04,1118.78,0.135167,6.65688,1210.3,6.269
input/fake_instances/fake_116_0.csv,116,1460.7,1025.9,0.074667,3.53475,1089.53,2.73696
input/fake_instances/fake_123_9.csv,123,1499.08,1061.1,0.079958,2.65154,1172.61,3.84283
input/fake_instances/fake_140_8.csv,140,1771.51,1244.44,0.104584,4.17196,1387.24,4.18942
input/fake_instances/fake_269_4.csv,269,2340.81,1665.12,0.343959,17.0942,1794.87,16.1966
input/fake_instances/fake_175_1.csv,175,1634.79,1174.48,0.140125,8.23863,1276.14,7.10567
input/fake_instances/fake_480_5.csv,480,3785.88,2638.68,0.912709,54.3873,2902.17,57.3245
input/fake_instances/fake_378_9.csv,378,2410.94,1718.18,0.548334,29.9398,1882.05,40.8946
input/fake_instances/fake_308_0.csv,308,2768.05,1898.21,0.42325,35.9339,2067.25,34.9037
input/fake_instances/fake_105_8.csv,105,1168.29,847.067,0.064833,3.70121,906.284,5.10246
input/fake_instances/fake_130_1.csv,130,1789.42,1297.08,0.101041,7.92804,1421.56,5.58921
input/fake_instances/fake_116_2.csv,116,1460.7,1025.9,0.076584,4.45658,1089.53,5.05975
input/fake_instances/fake_98_1.csv,98,1358.35,922.225,0.054792,2.39308,1005.43,3.05617
input/fake_instances/fake_153_2.csv,153,1801.93,1258.86,0.1205,5.91917,1409.76,6.47637
input/fake_instances/fake_78_4.csv,78,1265.03,943.192,0.045042,2.11088,994.488,1.52454
input/fake_instances/fake_446_3.csv,446,3304.8,2196.17,0.814584,52.0514,2390.2,44.6226
input/fake_instances/fake_403_3.csv,403,2587.86,1922.11,0.638125,37.1914,2054.34,48.1111
input/fake_instances/fake_410_9.csv,410,3886.86,2833.6,0.715083,40.9741,3090.31,42.335
input/fake_instances/fake_425_0.csv,425,3098.55,2045.43,0.72225,48.6625,2234.5,45.2478
input/fake_instances/fake_455_9.csv,455,3345.44,2267.13,0.783834,47.1495,2435.28,50.0322
input/fake_instances/fake_460_0.csv,460,3487.1,2259.2,0.798417,46.6317,2518.44,48.884
input/fake_instances/fake_289_1.csv,289,2149.61,1589.43,0.37275,19.3607,1710.7,21.8143
input/fake_instances/fake_195_4.csv,195,1797.37,1267.49,0.17825,7.7165,1401.67,8.38621
input/fake_instances/fake_274_1.csv,274,2613.26,1867.89,0.337042,15.7595,2118.66,18.2706
input/fake_instances/fake_168_4.csv,168,2689.99,1882.81,0.148333,6.54038,2051.32,7.16087
input/fake_instances/fake_241_8.csv,241,3602.95,2774.45,0.290042,15.886,2987.71,13.5021
input/fake_instances/fake_350_5.csv,350,2903.29,1934.99,0.514541,27.6538,2092.73,32.1913
input/fake_instances/fake_231_1.csv,231,2143.87,1495.07,0.250875,10.7305,1645.3,15.1413
input/fake_instances/fake_204_8.csv,204,1976.58,1453.77,0.201,9.50296,1593.89,10.7862
input/fake_instances/fake_315_5.csv,315,2877.85,2018.02,0.437,25.332,2214.19,31.011
input/fake_instances/fake_217_2.csv,217,2126.11,1404.14,0.224792,13.6663,1504.44,10.758
input/fake_instances/fake_333_6.csv,333,3957.68,2919.85,0.538,25.54,3170.93,26.6652
input/fake_instances/fake_252_2.csv,252,2111.68,1454.66,0.286791,13.9931,1569.03,16.8251
input/fake_instances/fake_85_4.csv,85,1208.56,844.258,0.044125,1.62871,901.808,1.67554
input/fake_instances/fake_376_6.csv,376,3494.79,2271.04,0.610417,33.8311,2506.87,31.2633
input/fake_instances/fake_50_8.csv,50,1005.36,683.741,0.018041,0.480458,709.78,0.579667
input/fake_instances/fake_396_3.csv,396,3093.67,2027.73,0.662667,31.281,2239.74,35.754
input/fake_instances/fake_65_1.csv,65,989.666,787.586,0.02725,1.25196,828.272,0.954917
input/fake_instances/fake_15_8.csv,15,363.956,324.614,0.003625,0.072083,336.542,0.065333
input/fake_instances/fake_20_1.csv,20,298.788,258.225,0.004584,0.101583,264.101,0.109708
input/fake_instances/fake_438_5.csv,438,3414.93,2114.42,0.832417,43.2671,2293.97,46.3139
input/fake_instances/fake_294_4.csv,294,3908.59,2585.88,0.421708,24.136,2893.58,19.5957
input/fake_instances/fake_188_1.csv,188,1697.56,1241,0.158042,7.4515,1360.15,9.46142
input/fake_instances/fake_385_9.csv,385,3092.63,2167.01,0.649833,37.1295,2409.26,42.0568
input/fake_instances/fake_43_2.csv,43,833.151,642.1,0.015,0.50175,682.804,0.423916
input/fake_instances/fake_132_3.csv,132,1697.8,1220,0.091083,3.74288,1298.4,3.91312
input/fake_instances/fake_482_7.csv,482,4206.97,2984.91,0.908125,62.9683,3225.12,72.4595
input/fake_instances/fake_177_3.csv,177,1854.19,1359,0.155583,6.64117,1471.4,7.96512
input/fake_instances/fake_89_9.csv,89,1463.21,893.663,0.045958,1.75292,976.763,1.62071
input/fake_instances/fake_151_0.csv,151,1807.49,1335.21,0.11875,5.24833,1454.17,6.0035
input/fake_instances/fake_164_9.csv,164,1650.11,1131.73,0.131083,5.16883,1222.89,6.62496
input/fake_instances/fake_369_1.csv,369,3494.89,2371.19,0.617833,33.7333,2594.63,35.7512
input/fake_instances/fake_319_8.csv,319,2394.07,1653.22,0.449792,24.3149,1770.26,24.8584
input/fake_instances/fake_208_5.csv,208,2494.34,1664.32,0.220166,9.11067,1819.94,10.0371
input/fake_instances/fake_114_0.csv,114,1135.23,887.088,0.064875,2.74337,990.56,2.95613
input/fake_instances/fake_121_9.csv,121,1290.61,936.259,0.07075,2.63508,993.765,3.38413
input/fake_instances/fake_401_1.csv,401,3255.69,2104.8,0.667958,42.7277,2300.93,43.31
input/fake_instances/fake_434_8.csv,434,2670.78,1893.67,0.720958,51.1941,2093.36,53.6292
input/fake_instances/fake_444_1.csv,444,2834.98,1971.83,0.773792,43.0274,2176.96,41.4917
input/fake_instances/fake_389_4.csv,389,3250.88,2271.26,0.621958,36.6759,2462.95,34.2645
input/fake_instances/fake_471_8.csv,471,3134,2226.66,0.822375,54.9263,2417.62,54.3568
input/fake_instances/fake_298_9.csv,298,2725.51,1816.22,0.388166,23.837,1957.75,19.2271
input/fake_instances/fake_197_6.csv,197,2151.77,1521.3,0.197458,8.46363,1640.38,9.04642
input/fake_instances/fake_462_2.csv,462,3568.54,2387.05,0.853416,47.0402,2609.85,56.3166
input/fake_instances/fake_427_2.csv,427,3071.75,2044.79,0.743291,46.9819,2242.36,49.3199
input/fake_instances/fake_19_5.csv,19,514.944,406.901,0.004833,0.115875,439.204,0.120541
input/fake_instances/fake_317_7.csv,317,2581.24,1768.6,0.457583,21.682,1938.96,23.1768
input/fake_instances/fake_233_3.csv,233,2067.77,1485.26,0.248916,13.4324,1625.12,11.7992
input/fake_instances/fake_352_7.csv,352,3223.21,2070.71,0.551083,32.917,2255.45,29.5359
input/fake_instances/fake_276_3.csv,276,2897.28,1950.06,0.343583,16.4537,2126.33,17.515
input/fake_instances/fake_374_4.csv,374,2854.37,1930.47,0.614667,33.5958,2103.74,36.2546
input/fake_instances/fake_87_6.csv,87,1399.72,1095.16,0.047875,1.98658,1183.58,2.20679
input/fake_instances/fake_265_9.csv,265,2019.4,1489.71,0.304916,17.6187,1601.16,15.1341
input/fake_instances/fake_250_0.csv,250,2149.76,1455.27,0.279416,14.1426,1611.44,14.2865
input/fake_instances/fake_331_4.csv,331,3070.81,2047.41,0.461167,25.6618,2237.8,24.5752
input/fake_instances/fake_220_9.csv,220,1953.37,1365.14,0.225125,9.65062,1473.28,12.5226
input/fake_instances/fake_215_0.csv,215,2043.72,1534.15,0.224375,11.3664,1672.33,9.39488
input/fake_instances/fake_109_5.csv,109,1533.18,1119.75,0.0655,2.68271,1205.5,2.75088
input/fake_instances/fake_22_3.csv,22,436.177,363.315,0.00475,0.118959,389.238,0.123667
input/fake_instances/fake_199_9.csv,199,2160.69,1474.94,0.19275,8.43238,1614.11,8.83292
input/fake_instances/fake_67_3.csv,67,1262.43,909.668,0.029792,0.991708,939.663,0.912791
input/fake_instances/fake_394_1.csv,394,3095.32,2064.24,0.635833,40.9398,2286.09,39.3163
input/fake_instances/fake_459_4.csv,459,3194.84,2011.71,0.789083,43.7013,2224.1,49.4104
input/fake_instances/fake_41_0.csv,41,983.214,767.076,0.014917,0.363958,799.283,0.453583
input/fake_instances/fake_296_6.csv,296,2647.48,1782.77,0.389666,21.1985,2004.61,21.9509
input/fake_instances/fake_74_9.csv,74,1170.59,920.3,0.037125,1.56867,962.601,1.29733
input/fake_instances/fake_31_9.csv,31,734.858,587.926,0.009208,0.242,632.687,0.260417
input/fake_instances/fake_157_6.csv,157,1820.98,1352.73,0.126916,5.91258,1483.86,5.33587
input/fake_instances/fake_112_6.csv,112,1157.68,906.188,0.064333,2.49104,966.055,3.4865
input/fake_instances/fake_9_0.csv,9,370.132,298.805,0.002083,0.044959,339.491,0.038
input/fake_instances/fake_134_5.csv,134,1458.21,1083.01,0.0925,5.36617,1160.85,3.60562
input/fake_instances/fake_228_0.csv,228,2048.53,1344.41,0.238,20.7806,1416.33,22.6435
input/fake_instances/fake_484_1.csv,484,3443.23,2267.17,0.923667,56.8599,2439.49,60.3615
input/fake_instances/fake_171_5.csv,171,1627.4,1059.33,0.140791,6.35675,1137.51,6.06567
input/fake_instances/fake_258_9.csv,258,2229.71,1571.02,0.300333,14.1163,1718.82,15.1165
input/fake_instances/fake_349_4.csv,349,2891.45,1896.31,0.535875,26.3327,2089.38,31.5453
input/fake_instances/fake_191_0.csv,191,2439.56,1606.12,0.184459,7.74942,1748.01,7.57592
input/fake_instances/fake_464_4.csv,464,3303.34,2152.09,0.810916,49.853,2306.35,55.5945
input/fake_instances/fake_421_4.csv,421,2606.34,1820.93,0.668625,49.8759,1968.47,43.9834
input/fake_instances/fake_407_7.csv,407,3245.39,2256.76,0.717542,52.6892,2443.16,40.6084
input/fake_instances/fake_39_0.csv,39,727.328,565.799,0.013083,0.324208,608.479,0.425708
input/fake_instances/fake_49_9.csv,49,951.113,792.749,0.0195,0.810875,834.297,0.821584
input/fake_instances/fake_442_7.csv,442,3861.82,2551.59,0.857583,57.3353,2792.29,52.1519
input/fake_instances/fake_372_2.csv,372,3616.59,2703.69,0.633791,33.4529,2952.36,32.3139
input/fake_instances/fake_81_0.csv,81,1369.55,903.103,0.037041,1.90237,965.925,1.60787
input/fake_instances/fake_256_6.csv,256,2505.77,1704.87,0.292125,15.257,1854.66,16.2509
input/fake_instances/fake_337_2.csv,337,2753.11,1891.82,0.507041,25.6031,2093.53,24.4577
input/fake_instances/fake_213_6.csv,213,2087.27,1507.88,0.205084,10.1353,1634.79,11.3458
input/fake_instances/fake_311_1.csv,311,2775.77,1893.06,0.417959,22.1773,2073.01,23.3843
input/fake_instances/fake_129_0.csv,129,1430.49,1079.02,0.084792,4.266,1129.81,4.1485
input/fake_instances/fake_235_5.csv,235,2627.22,1771.01,0.26075,11.3028,1894,14.4704
input/fake_instances/fake_324_8.csv,324,2287.82,1714.45,0.430208,23.6581,1868.76,25.9952
